Date_Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),T
2004-03-30 17:00:00,2.1,1249.0,151.0,9.7,968.0,17.3
2004-03-30 18:00:00,2.2,1236.0,272.0,9.6,962.0,15.8
2004-03-30 19:00:00,2.7,1334.0,301.0,11.9,1047.0,15.9
2004-03-30 20:00:00,2.4,1264.0,237.0,8.7,928.0,15.9
2004-03-30 21:00:00,1.3,1073.0,95.0,4.7,746.0,15.0
2004-03-30 22:00:00,1.2,1053.0,68.0,3.8,701.0,15.1
2004-03-30 23:00:00,1.5,1098.0,101.0,4.7,747.0,14.9
2004-03-31 00:00:00,1.3,1029.0,81.0,3.8,702.0,14.8
2004-03-31 01:00:00,1.0,973.0,50.0,2.7,631.0,14.8
2004-03-31 02:00:00,0.9,972.0,66.0,2.8,639.0,14.8
2004-03-31 03:00:00,0.5,832.0,22.0,1.0,496.0,14.2
2004-03-31 04:00:00,0.5,851.0,18.0,0.8,477.0,14.5
2004-03-31 05:00:00,0.6,909.0,31.0,1.5,545.0,14.6
2004-03-31 06:00:00,1.0,1038.0,57.0,3.5,684.0,14.4
2004-03-31 07:00:00,3.1,1636.0,342.0,15.6,1168.0,13.8
2004-03-31 08:00:00,4.1,1580.0,644.0,19.9,1295.0,13.2
2004-03-31 09:00:00,2.2,1262.0,216.0,8.6,924.0,10.4
2004-03-31 10:00:00,1.7,1197.0,117.0,6.5,837.0,11.5
2004-03-31 11:00:00,1.9,1277.0,156.0,7.7,886.0,12.2
2004-03-31 12:00:00,2.9,1430.0,332.0,11.3,1025.0,12.3
2004-03-31 13:00:00,2.2,1242.0,232.0,9.1,944.0,11.3
2004-03-31 14:00:00,2.6,1349.0,295.0,11.2,1023.0,13.6
2004-03-31 15:00:00,3.1,1390.0,386.0,13.5,1100.0,14.9
2004-03-31 16:00:00,2.3,1224.0,278.0,10.1,980.0,15.7
2004-03-31 17:00:00,2.4,1253.0,263.0,11.3,1026.0,15.2
2004-03-31 18:00:00,2.8,1312.0,322.0,11.8,1041.0,15.5
2004-03-31 19:00:00,2.7,1254.0,226.0,11.5,1033.0,14.3
2004-03-31 20:00:00,2.3,1198.0,221.0,9.3,953.0,13.2
2004-03-31 21:00:00,1.5,1060.0,109.0,5.5,787.0,12.6
2004-03-31 22:00:00,1.4,1050.0,105.0,5.1,769.0,12.3
2004-03-31 23:00:00,1.2,1029.0,84.0,4.8,754.0,12.0
2004-04-01 00:00:00,1.6,1143.0,106.0,6.3,825.0,12.0
2004-04-01 01:00:00,1.2,1044.0,100.0,5.1,770.0,11.5
2004-04-01 02:00:00,1.1,1034.0,71.0,4.1,716.0,10.7
2004-04-01 03:00:00,0.9,956.0,72.0,4.0,713.0,9.0
2004-04-01 04:00:00,0.7,909.0,44.0,2.4,615.0,10.2
2004-04-01 05:00:00,0.9,996.0,45.0,2.9,648.0,11.0
2004-04-01 06:00:00,1.7,1154.0,134.0,7.4,876.0,9.6
2004-04-01 07:00:00,4.2,1510.0,505.0,19.8,1291.0,9.5
2004-04-01 08:00:00,6.2,1722.0,1042.0,31.9,1595.0,11.9
2004-04-01 09:00:00,4.6,1512.0,737.0,21.0,1323.0,16.2
2004-04-01 10:00:00,2.8,1258.0,375.0,11.7,1040.0,19.2
2004-04-01 11:00:00,1.6,1094.0,124.0,6.8,850.0,19.7
2004-04-01 12:00:00,1.7,1129.0,137.0,7.4,875.0,20.6
2004-04-01 13:00:00,1.7,1125.0,179.0,8.6,924.0,21.8
2004-04-01 17:00:00,3.3,1308.0,388.0,16.4,1193.0,23.6
2004-04-01 18:00:00,4.2,1529.0,589.0,21.2,1331.0,22.8
2004-04-01 19:00:00,5.5,1592.0,840.0,25.0,1429.0,20.8
2004-04-01 20:00:00,4.9,1536.0,655.0,20.2,1302.0,18.3
2004-04-01 21:00:00,2.5,1192.0,254.0,10.8,1007.0,16.8
2004-04-01 22:00:00,2.0,1186.0,188.0,9.9,976.0,15.8
2004-04-01 23:00:00,2.0,1203.0,120.0,8.5,920.0,14.9
2004-04-02 00:00:00,2.0,1139.0,157.0,8.0,899.0,14.1
2004-04-02 01:00:00,1.3,1072.0,88.0,5.6,795.0,13.3
2004-04-02 02:00:00,1.0,954.0,68.0,3.2,667.0,13.3
2004-04-02 03:00:00,0.9,951.0,57.0,3.3,673.0,11.8
2004-04-02 05:00:00,0.7,968.0,51.0,2.6,628.0,11.3
2004-04-02 06:00:00,1.1,1067.0,93.0,4.3,727.0,11.4
2004-04-02 07:00:00,2.6,1386.0,284.0,13.0,1083.0,11.9
2004-04-02 08:00:00,3.9,1474.0,486.0,20.3,1306.0,12.6
2004-04-02 09:00:00,5.0,1569.0,798.0,20.7,1316.0,13.6
2004-04-02 10:00:00,3.3,1375.0,524.0,15.9,1177.0,16.9
2004-04-02 11:00:00,2.9,1328.0,468.0,14.2,1123.0,19.4
2004-04-02 12:00:00,3.1,1341.0,454.0,15.9,1176.0,22.9
2004-04-02 13:00:00,3.0,1297.0,461.0,16.1,1183.0,23.6
2004-04-02 14:00:00,2.7,1303.0,391.0,14.7,1139.0,24.7
2004-04-02 15:00:00,2.7,1281.0,337.0,14.0,1116.0,26.1
2004-04-02 16:00:00,2.6,1248.0,297.0,13.6,1103.0,27.6
2004-04-02 17:00:00,3.7,1382.0,588.0,19.7,1288.0,26.9
2004-04-02 18:00:00,4.5,1491.0,721.0,23.3,1385.0,24.3
2004-04-02 19:00:00,4.7,1620.0,710.0,24.1,1407.0,21.2
2004-04-02 20:00:00,5.5,1693.0,787.0,25.4,1439.0,19.4
2004-04-02 21:00:00,3.0,1374.0,415.0,14.1,1121.0,18.5
2004-04-02 22:00:00,1.9,1287.0,245.0,10.1,982.0,17.8
2004-04-02 23:00:00,2.3,1408.0,294.0,12.1,1052.0,16.8
2004-04-03 00:00:00,1.6,1254.0,139.0,9.0,941.0,17.1
2004-04-03 01:00:00,1.3,1141.0,98.0,6.3,827.0,16.2
2004-04-03 02:00:00,1.2,1141.0,88.0,5.3,777.0,15.1
2004-04-03 03:00:00,0.9,1042.0,66.0,3.8,697.0,15.1
2004-04-03 04:00:00,0.8,986.0,57.0,3.0,651.0,14.5
2004-04-03 05:00:00,0.8,1005.0,57.0,3.3,673.0,13.7
2004-04-03 06:00:00,0.9,1041.0,60.0,3.5,683.0,13.9
2004-04-03 07:00:00,2.0,1272.0,200.0,9.5,959.0,13.3
2004-04-03 08:00:00,3.0,1436.0,451.0,15.2,1154.0,15.1
2004-04-03 09:00:00,3.1,1472.0,422.0,14.3,1126.0,17.0
2004-04-05 10:00:00,3.1,1461.0,424.0,14.3,1127.0,15.6
2004-04-05 11:00:00,3.0,1430.0,339.0,13.7,1107.0,16.6
2004-04-05 12:00:00,3.2,1498.0,445.0,15.7,1171.0,17.0
2004-04-05 13:00:00,3.1,1454.0,535.0,15.4,1162.0,18.0
2004-04-05 14:00:00,2.5,1402.0,278.0,12.6,1069.0,19.5
2004-04-05 15:00:00,2.1,1327.0,256.0,9.8,971.0,21.6
2004-04-05 16:00:00,2.0,1273.0,245.0,9.6,963.0,22.2
2004-04-05 17:00:00,3.2,1457.0,458.0,16.3,1190.0,20.3
2004-04-05 18:00:00,4.1,1543.0,710.0,19.8,1290.0,19.7
2004-04-05 19:00:00,3.9,1499.0,678.0,18.0,1239.0,18.8
2004-04-05 20:00:00,3.1,1378.0,436.0,13.6,1102.0,17.9
2004-04-05 21:00:00,2.0,1243.0,178.0,8.7,928.0,17.5
2004-04-05 22:00:00,1.7,1196.0,160.0,7.7,885.0,17.4
2004-04-05 23:00:00,1.6,1137.0,177.0,7.3,869.0,17.0
2004-04-06 00:00:00,1.0,1015.0,101.0,4.1,718.0,16.6
2004-04-06 01:00:00,0.8,978.0,66.0,2.7,635.0,15.9
2004-04-06 02:00:00,0.5,933.0,40.0,1.5,547.0,15.0
2004-04-06 03:00:00,0.5,927.0,54.0,1.9,579.0,14.5
2004-04-06 04:00:00,0.5,908.0,39.0,1.8,569.0,14.1
2004-04-06 05:00:00,0.8,980.0,62.0,3.4,677.0,14.6
2004-04-06 06:00:00,1.7,1236.0,120.0,8.5,920.0,14.4
2004-04-06 07:00:00,4.5,1664.0,599.0,24.1,1407.0,15.3
2004-04-06 08:00:00,6.2,1757.0,1084.0,33.7,1636.0,16.2
2004-04-06 09:00:00,4.4,1524.0,776.0,22.0,1350.0,18.4
2004-04-06 10:00:00,2.9,1329.0,470.0,14.1,1119.0,19.6
2004-04-06 11:00:00,1.6,1167.0,169.0,7.6,884.0,20.2
2004-04-06 12:00:00,2.6,1369.0,304.0,14.5,1132.0,20.9
2004-04-06 13:00:00,2.9,1284.0,405.0,13.6,1103.0,20.4
2004-04-06 14:00:00,2.5,1221.0,297.0,11.5,1032.0,19.3
2004-04-06 15:00:00,1.9,1096.0,220.0,9.2,947.0,18.6
2004-04-06 16:00:00,1.9,1143.0,226.0,10.3,988.0,18.8
2004-04-06 17:00:00,2.7,1251.0,456.0,14.0,1116.0,17.5
2004-04-06 18:00:00,3.0,1268.0,470.0,15.0,1148.0,16.8
2004-04-06 19:00:00,3.3,1314.0,503.0,15.1,1150.0,16.3
2004-04-06 20:00:00,3.2,1315.0,459.0,14.8,1142.0,15.6
2004-04-06 21:00:00,1.8,1095.0,227.0,8.5,918.0,15.7
2004-04-06 22:00:00,1.3,1027.0,152.0,5.9,808.0,15.8
2004-04-06 23:00:00,1.1,1012.0,94.0,4.8,752.0,15.7
2004-04-07 00:00:00,0.9,948.0,93.0,4.0,710.0,15.7
2004-04-07 01:00:00,0.7,889.0,49.0,2.3,603.0,15.6
2004-04-07 02:00:00,0.4,830.0,30.0,1.4,538.0,15.6
2004-04-07 03:00:00,0.3,801.0,30.0,0.7,464.0,16.1
2004-04-07 04:00:00,0.3,804.0,30.0,0.7,468.0,15.7
2004-04-07 05:00:00,0.3,824.0,32.0,0.8,478.0,15.3
2004-04-07 06:00:00,0.8,1000.0,59.0,3.6,688.0,14.2
2004-04-07 07:00:00,2.8,1307.0,277.0,12.9,1082.0,14.3
2004-04-07 08:00:00,3.1,1286.0,454.0,15.7,1171.0,15.0
2004-04-07 09:00:00,2.3,1150.0,211.0,8.6,925.0,13.6
2004-04-07 10:00:00,1.6,1087.0,196.0,7.4,876.0,16.1
2004-04-07 11:00:00,1.5,1016.0,110.0,6.6,839.0,16.6
2004-04-07 12:00:00,1.6,1029.0,164.0,7.8,892.0,17.4
2004-04-07 13:00:00,1.8,1109.0,151.0,9.1,943.0,18.1
2004-04-07 14:00:00,1.4,997.0,112.0,6.1,817.0,14.4
2004-04-07 15:00:00,1.9,1177.0,117.0,7.5,880.0,10.9
2004-04-07 16:00:00,1.2,1045.0,120.0,5.9,808.0,16.4
2004-04-07 17:00:00,2.3,1171.0,251.0,12.7,1073.0,18.0
2004-04-07 18:00:00,3.3,1221.0,435.0,13.5,1101.0,14.7
2004-04-07 19:00:00,3.1,1262.0,345.0,14.5,1133.0,11.3
2004-04-07 20:00:00,3.3,1207.0,343.0,11.0,1013.0,10.0
2004-04-07 21:00:00,1.2,956.0,62.0,3.2,666.0,9.8
2004-04-07 22:00:00,1.3,1020.0,70.0,4.3,727.0,9.3
2004-04-07 23:00:00,1.9,1107.0,114.0,7.1,861.0,9.6
2004-04-08 00:00:00,1.4,1020.0,88.0,4.8,752.0,9.3
2004-04-08 01:00:00,1.5,1051.0,95.0,5.7,798.0,9.0
2004-04-08 02:00:00,1.1,965.0,83.0,4.1,716.0,8.2
2004-04-08 03:00:00,0.8,890.0,63.0,3.3,672.0,7.6
2004-04-08 05:00:00,0.8,869.0,68.0,2.8,642.0,8.1
2004-04-08 06:00:00,1.1,939.0,59.0,4.8,754.0,8.1
2004-04-08 07:00:00,2.6,1274.0,226.0,13.8,1109.0,8.1
2004-04-08 08:00:00,5.1,1512.0,802.0,27.1,1482.0,9.9
2004-04-08 09:00:00,4.2,1435.0,585.0,19.1,1271.0,13.0
2004-04-08 10:00:00,2.6,1207.0,324.0,11.7,1041.0,16.5
2004-04-08 11:00:00,2.4,1223.0,308.0,12.7,1075.0,19.3
2004-04-08 12:00:00,2.1,1121.0,238.0,11.3,1026.0,21.5
2004-04-08 13:00:00,2.6,1176.0,301.0,14.2,1123.0,20.4
2004-04-08 14:00:00,2.8,1144.0,294.0,13.9,1114.0,20.6
2004-04-08 15:00:00,2.5,1136.0,353.0,13.2,1089.0,20.6
2004-04-08 16:00:00,1.9,1085.0,209.0,10.7,1004.0,21.0
2004-04-08 17:00:00,3.6,1297.0,538.0,19.7,1287.0,21.5
2004-04-08 18:00:00,4.6,1408.0,808.0,24.0,1404.0,19.3
2004-04-08 19:00:00,6.3,1618.0,974.0,29.1,1530.0,18.0
2004-04-08 20:00:00,4.3,1319.0,544.0,15.8,1172.0,15.8
2004-04-08 21:00:00,1.6,1045.0,138.0,7.0,857.0,15.3
2004-04-08 22:00:00,1.4,1058.0,92.0,6.3,824.0,14.1
2004-04-09 23:00:00,2.3,1176.0,169.0,8.4,917.0,12.0
2004-04-10 00:00:00,1.3,1047.0,77.0,5.4,783.0,12.0
2004-04-10 01:00:00,1.7,1116.0,98.0,6.9,854.0,11.5
2004-04-10 02:00:00,1.7,1074.0,102.0,6.4,832.0,11.4
2004-04-10 03:00:00,1.0,922.0,65.0,3.6,687.0,11.1
2004-04-10 04:00:00,0.8,898.0,69.0,3.3,669.0,10.8
2004-04-10 05:00:00,1.0,970.0,89.0,4.0,708.0,10.2
2004-04-10 06:00:00,1.4,1073.0,134.0,6.0,812.0,10.8
2004-04-10 07:00:00,1.7,1081.0,157.0,8.2,906.0,11.0
2004-04-10 08:00:00,2.0,1159.0,167.0,9.9,976.0,12.4
2004-04-10 09:00:00,2.0,1112.0,157.0,8.8,931.0,15.0
2004-04-10 10:00:00,1.9,1112.0,172.0,8.4,917.0,16.6
2004-04-10 11:00:00,2.1,1063.0,114.0,7.5,877.0,18.0
2004-04-10 12:00:00,1.8,1032.0,166.0,7.8,892.0,20.6
2004-04-10 13:00:00,1.5,936.0,94.0,6.4,829.0,19.9
2004-04-10 14:00:00,1.3,883.0,108.0,5.1,766.0,19.8
2004-04-10 15:00:00,1.4,942.0,98.0,6.9,852.0,21.4
2004-04-10 16:00:00,1.5,943.0,132.0,6.8,850.0,22.1
2004-04-10 17:00:00,1.7,1007.0,144.0,7.4,875.0,21.1
2004-04-10 18:00:00,2.0,1037.0,165.0,8.7,927.0,18.3
2004-04-10 19:00:00,2.5,1127.0,210.0,11.2,1022.0,16.1
2004-04-10 20:00:00,2.4,1123.0,277.0,10.5,996.0,14.8
2004-04-10 21:00:00,2.0,1110.0,168.0,8.2,909.0,13.2
2004-04-10 22:00:00,2.9,1247.0,248.0,11.6,1037.0,12.3
2004-04-10 23:00:00,2.5,1220.0,235.0,9.7,967.0,11.8
2004-04-11 00:00:00,1.4,1028.0,84.0,5.1,770.0,11.2
2004-04-11 01:00:00,1.2,978.0,75.0,4.0,711.0,11.0
2004-04-11 02:00:00,1.0,949.0,62.0,3.7,694.0,9.3
2004-04-11 03:00:00,1.0,910.0,66.0,4.0,709.0,8.8
2004-04-11 05:00:00,0.7,836.0,38.0,2.9,643.0,7.7
2004-04-11 06:00:00,0.8,856.0,44.0,2.9,644.0,7.4
2004-04-11 07:00:00,0.9,888.0,60.0,3.0,651.0,8.2
2004-04-11 08:00:00,1.1,912.0,88.0,3.7,694.0,8.7
2004-04-11 09:00:00,1.0,938.0,70.0,3.9,706.0,13.0
2004-04-11 10:00:00,1.6,1053.0,94.0,6.2,823.0,17.4
2004-04-11 11:00:00,1.8,1087.0,126.0,7.3,870.0,20.2
2004-04-11 12:00:00,2.6,1153.0,181.0,9.2,945.0,22.7
2004-04-11 13:00:00,1.1,894.0,66.0,4.0,710.0,22.3
2004-04-11 14:00:00,0.6,797.0,54.0,2.3,606.0,22.2
2004-04-11 15:00:00,0.9,854.0,48.0,3.1,658.0,22.0
2004-04-11 16:00:00,1.0,892.0,66.0,3.2,665.0,21.0
2004-04-11 17:00:00,1.2,935.0,65.0,3.3,672.0,19.6
2004-04-11 18:00:00,1.4,989.0,68.0,4.0,709.0,17.9
2004-04-11 19:00:00,2.0,1063.0,118.0,5.7,797.0,16.4
2004-04-11 20:00:00,1.1,922.0,65.0,3.4,674.0,15.6
2004-04-11 21:00:00,1.1,925.0,63.0,3.5,680.0,15.5
2004-04-11 22:00:00,1.1,924.0,61.0,2.9,648.0,14.5
2004-04-11 23:00:00,1.1,914.0,63.0,3.1,661.0,14.2
2004-04-12 00:00:00,0.7,840.0,31.0,1.6,556.0,13.7
2004-04-12 01:00:00,0.6,799.0,29.0,1.1,514.0,14.1
2004-04-12 02:00:00,0.7,856.0,34.0,2.0,581.0,14.6
2004-04-12 03:00:00,0.6,830.0,34.0,1.7,560.0,14.4
2004-04-12 04:00:00,0.3,753.0,9.0,0.7,462.0,13.9
2004-04-12 05:00:00,0.3,785.0,14.0,0.5,448.0,13.5
2004-04-12 06:00:00,0.4,835.0,23.0,0.7,472.0,13.9
2004-04-12 07:00:00,0.5,865.0,36.0,0.9,494.0,13.5
2004-04-12 08:00:00,0.6,922.0,39.0,1.5,541.0,13.3
2004-04-12 09:00:00,0.8,975.0,38.0,2.2,598.0,13.4
2004-04-12 10:00:00,1.0,1040.0,55.0,2.9,646.0,13.0
2004-04-12 11:00:00,1.3,1115.0,75.0,3.9,707.0,12.7
2004-04-12 12:00:00,1.1,1004.0,64.0,2.8,641.0,12.1
2004-04-12 13:00:00,0.6,895.0,39.0,1.4,536.0,11.2
2004-04-12 14:00:00,0.7,917.0,42.0,1.7,563.0,10.7
2004-04-12 15:00:00,1.2,1025.0,78.0,3.6,689.0,11.4
2004-04-12 16:00:00,1.4,1035.0,69.0,3.1,660.0,9.9
2004-04-12 17:00:00,1.2,1025.0,67.0,3.5,682.0,10.3
2004-04-12 18:00:00,1.3,1040.0,83.0,3.9,705.0,11.0
2004-04-12 19:00:00,1.8,1070.0,79.0,5.2,776.0,10.6
2004-04-12 20:00:00,1.2,964.0,68.0,3.7,692.0,10.6
2004-04-12 21:00:00,0.8,904.0,56.0,2.7,635.0,10.6
2004-04-12 22:00:00,0.8,913.0,49.0,2.6,626.0,10.3
2004-04-12 23:00:00,0.8,914.0,56.0,2.4,610.0,10.4
2004-04-13 00:00:00,0.7,893.0,48.0,2.0,587.0,10.7
2004-04-13 01:00:00,0.5,844.0,27.0,1.3,532.0,10.5
2004-04-13 02:00:00,0.3,837.0,29.0,1.2,518.0,10.5
2004-04-13 03:00:00,0.4,868.0,32.0,1.3,530.0,10.6
2004-04-13 04:00:00,0.3,825.0,47.0,0.9,489.0,11.1
2004-04-13 05:00:00,0.7,956.0,66.0,3.1,656.0,10.1
2004-04-13 06:00:00,1.6,1124.0,163.0,6.9,853.0,10.0
2004-04-13 07:00:00,3.9,1496.0,524.0,19.1,1272.0,11.0
2004-04-13 08:00:00,4.5,1452.0,657.0,22.1,1354.0,12.0
2004-04-13 09:00:00,2.7,1172.0,324.0,11.8,1042.0,12.8
2004-04-13 10:00:00,1.6,1020.0,144.0,7.3,871.0,12.6
2004-04-13 11:00:00,1.6,1044.0,135.0,8.0,900.0,13.8
2004-04-13 12:00:00,1.6,1020.0,140.0,7.2,866.0,15.1
2004-04-13 13:00:00,1.5,1009.0,141.0,7.7,885.0,16.3
2004-04-13 14:00:00,1.8,1073.0,181.0,9.7,966.0,16.6
2004-04-13 15:00:00,2.1,1098.0,227.0,9.8,971.0,15.8
2004-04-13 16:00:00,1.7,1061.0,149.0,7.7,887.0,16.3
2004-04-13 17:00:00,3.0,1289.0,425.0,15.3,1158.0,16.1
2004-04-13 18:00:00,4.6,1442.0,669.0,21.5,1337.0,15.3
2004-04-13 19:00:00,5.0,1479.0,680.0,21.7,1343.0,14.7
2004-04-13 20:00:00,3.5,1266.0,446.0,14.6,1138.0,14.1
2004-04-13 21:00:00,2.1,1149.0,205.0,9.3,952.0,13.5
2004-04-13 22:00:00,2.1,1168.0,194.0,9.4,954.0,12.3
2004-04-13 23:00:00,1.5,1079.0,115.0,6.8,847.0,11.6
2004-04-14 00:00:00,1.1,1047.0,74.0,4.9,760.0,11.5
2004-04-14 01:00:00,0.9,936.0,85.0,3.9,705.0,10.9
2004-04-14 02:00:00,0.7,900.0,66.0,2.7,635.0,11.1
2004-04-14 03:00:00,0.4,839.0,60.0,1.9,576.0,10.7
2004-04-14 05:00:00,0.9,905.0,47.0,3.3,670.0,10.2
2004-04-14 06:00:00,1.6,1079.0,116.0,7.4,875.0,10.3
2004-04-14 07:00:00,3.9,1417.0,478.0,18.2,1246.0,10.8
2004-04-14 08:00:00,5.0,1529.0,836.0,27.7,1497.0,13.3
2004-04-14 09:00:00,4.3,1397.0,655.0,18.3,1248.0,15.8
2004-04-14 10:00:00,2.7,1214.0,312.0,12.3,1061.0,19.5
2004-04-14 11:00:00,2.1,1109.0,195.0,8.9,935.0,21.1
2004-04-14 12:00:00,2.1,1122.0,238.0,10.4,993.0,18.4
2004-04-15 09:00:00,3.9,1489.0,536.0,19.1,1270.0,13.5
2004-04-15 10:00:00,3.8,1451.0,481.0,17.3,1219.0,15.0
2004-04-15 11:00:00,3.8,1454.0,460.0,17.5,1225.0,17.1
2004-04-15 12:00:00,3.9,1392.0,597.0,17.0,1210.0,18.4
2004-04-15 13:00:00,3.5,1351.0,465.0,17.0,1210.0,19.3
2004-04-15 14:00:00,4.0,1418.0,542.0,19.5,1282.0,19.2
2004-04-15 15:00:00,3.0,1303.0,437.0,14.8,1143.0,21.5
2004-04-15 16:00:00,3.1,1292.0,383.0,14.0,1116.0,19.6
2004-04-15 17:00:00,5.2,1560.0,778.0,24.4,1413.0,19.6
2004-04-15 18:00:00,5.9,1765.0,926.0,28.1,1507.0,18.3
2004-04-15 19:00:00,7.3,1875.0,1189.0,33.7,1637.0,17.4
2004-04-15 20:00:00,6.1,1746.0,824.0,24.2,1409.0,16.8
2004-04-15 21:00:00,4.6,1607.0,660.0,19.8,1290.0,16.2
2004-04-15 22:00:00,2.5,1277.0,203.0,9.3,952.0,14.9
2004-04-15 23:00:00,2.2,1207.0,136.0,7.3,868.0,13.9
2004-04-16 00:00:00,2.0,1209.0,114.0,7.1,863.0,13.7
2004-04-16 01:00:00,1.9,1189.0,110.0,6.7,844.0,13.4
2004-04-16 02:00:00,1.6,1132.0,127.0,6.0,810.0,12.8
2004-04-16 03:00:00,1.0,974.0,68.0,2.7,635.0,12.9
2004-04-16 04:00:00,1.0,1033.0,70.0,3.6,686.0,11.9
2004-04-16 05:00:00,1.2,1075.0,93.0,5.4,782.0,11.6
2004-04-16 06:00:00,2.0,1242.0,179.0,10.0,978.0,11.7
2004-04-16 07:00:00,4.5,1657.0,523.0,23.2,1384.0,12.8
2004-04-16 08:00:00,4.1,1406.0,546.0,18.7,1258.0,13.8
2004-04-16 09:00:00,2.6,1150.0,251.0,9.9,973.0,15.3
2004-04-16 10:00:00,2.3,1184.0,222.0,10.2,983.0,16.6
2004-04-16 11:00:00,2.6,1223.0,212.0,11.0,1014.0,17.6
2004-04-16 12:00:00,2.4,1196.0,263.0,10.5,997.0,19.2
2004-04-16 13:00:00,4.3,1559.0,535.0,18.9,1267.0,15.7
2004-04-16 14:00:00,4.6,1544.0,609.0,18.9,1266.0,14.5
2004-04-16 15:00:00,4.0,1485.0,449.0,17.5,1223.0,14.4
2004-04-16 16:00:00,4.7,1498.0,536.0,17.7,1230.0,14.6
2004-04-16 17:00:00,5.7,1593.0,743.0,23.0,1378.0,14.6
2004-04-16 18:00:00,5.2,1529.0,575.0,20.4,1309.0,14.0
2004-04-16 19:00:00,6.4,1689.0,783.0,26.8,1474.0,13.9
2004-04-16 20:00:00,6.0,1535.0,706.0,19.9,1295.0,13.8
2004-04-16 21:00:00,3.4,1304.0,299.0,12.5,1067.0,13.5
2004-04-16 22:00:00,2.7,1235.0,159.0,9.6,963.0,13.1
2004-04-16 23:00:00,3.1,1281.0,171.0,10.0,977.0,12.8
2004-04-17 00:00:00,2.6,1167.0,162.0,8.1,904.0,12.7
2004-04-17 01:00:00,2.2,1134.0,111.0,7.1,863.0,12.5
2004-04-17 02:00:00,1.9,1100.0,134.0,6.4,829.0,12.7
2004-04-23 05:00:00,0.6,852.0,46.0,2.9,646.0,14.2
2004-04-23 06:00:00,0.8,923.0,56.0,4.9,757.0,14.3
2004-04-23 07:00:00,4.0,1490.0,452.0,22.6,1368.0,14.0
2004-04-23 08:00:00,5.6,1662.0,880.0,31.1,1576.0,15.4
2004-04-23 09:00:00,5.0,1553.0,759.0,22.1,1354.0,19.1
2004-04-23 10:00:00,3.2,1423.0,394.0,18.3,1247.0,23.7
2004-04-23 11:00:00,3.8,1458.0,639.0,22.0,1350.0,26.9
2004-04-23 12:00:00,3.3,1349.0,541.0,20.1,1299.0,29.7
2004-04-23 13:00:00,3.0,1326.0,468.0,18.9,1265.0,29.2
2004-04-23 14:00:00,3.2,1356.0,483.0,20.6,1312.0,29.6
2004-04-23 15:00:00,4.4,1460.0,682.0,25.3,1438.0,30.0
2004-04-23 16:00:00,4.6,1497.0,698.0,25.8,1449.0,29.5
2004-04-23 17:00:00,5.2,1645.0,832.0,30.6,1566.0,27.0
2004-04-23 18:00:00,4.8,1557.0,872.0,27.1,1483.0,24.9
2004-04-23 19:00:00,5.6,1747.0,899.0,32.5,1608.0,23.1
2004-04-23 20:00:00,4.6,1482.0,692.0,20.8,1319.0,21.5
2004-04-23 21:00:00,1.8,1211.0,145.0,10.9,1010.0,20.5
2004-04-23 22:00:00,2.2,1294.0,208.0,13.0,1083.0,19.2
2004-04-23 23:00:00,2.0,1300.0,204.0,11.8,1043.0,18.8
2004-04-24 00:00:00,2.8,1402.0,240.0,13.4,1098.0,18.2
2004-04-24 01:00:00,2.6,1349.0,251.0,13.4,1097.0,16.1
2004-04-24 02:00:00,1.8,1161.0,173.0,9.0,938.0,16.3
2004-04-24 03:00:00,1.1,1022.0,113.0,5.8,802.0,15.7
2004-04-24 05:00:00,0.7,933.0,65.0,3.7,697.0,14.8
2004-04-24 06:00:00,0.9,1021.0,119.0,5.7,800.0,14.0
2004-04-24 07:00:00,1.5,1134.0,151.0,10.0,979.0,14.6
2004-04-24 08:00:00,2.5,1311.0,305.0,15.0,1147.0,16.7
2004-04-24 09:00:00,3.0,1409.0,415.0,15.6,1169.0,20.0
2004-04-24 10:00:00,2.6,1301.0,321.0,12.3,1059.0,23.9
2004-04-24 11:00:00,2.6,1354.0,358.0,14.4,1130.0,26.8
2004-04-24 12:00:00,2.6,1391.0,350.0,14.6,1136.0,27.2
2004-04-24 13:00:00,1.9,1200.0,238.0,8.7,929.0,26.9
2004-04-24 14:00:00,2.0,1338.0,215.0,11.0,1016.0,24.3
2004-04-24 15:00:00,1.7,1223.0,192.0,9.0,938.0,25.6
2004-04-24 16:00:00,1.9,1278.0,205.0,10.7,1003.0,27.0
2004-04-24 17:00:00,1.8,1257.0,165.0,9.9,973.0,27.5
2004-04-24 18:00:00,2.8,1497.0,283.0,15.7,1171.0,24.9
2004-04-24 19:00:00,3.5,1567.0,467.0,19.4,1280.0,23.4
2004-04-24 20:00:00,3.4,1503.0,485.0,16.8,1203.0,21.2
2004-04-24 21:00:00,2.0,1169.0,202.0,6.8,850.0,15.6
2004-04-24 22:00:00,1.1,1007.0,64.0,3.0,650.0,12.9
2004-04-24 23:00:00,1.3,1004.0,71.0,3.2,667.0,11.5
2004-04-25 00:00:00,1.2,967.0,84.0,3.1,661.0,12.2
2004-04-25 01:00:00,1.3,984.0,70.0,3.9,707.0,12.4
2004-04-25 02:00:00,1.0,931.0,61.0,3.6,689.0,12.7
2004-04-25 03:00:00,1.3,966.0,92.0,4.5,737.0,12.6
